Country Name	Country Code	2023 [YR2023] - Access to electricity (% of population) [EG.ELC.ACCS.ZS]	2023 [YR2023] - Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD]	2023 [YR2023] - Adjusted net national income per capita (constant 2015 US$) [NY.ADJ.NNTY.PC.KD]	2023 [YR2023] - Age dependency ratio, old (% of working-age population) [SP.POP.DPND.OL]	2023 [YR2023] - Age dependency ratio, young (% of working-age population) [SP.POP.DPND.YG]	2023 [YR2023] - Agricultural land (% of land area) [AG.LND.AGRI.ZS]	2023 [YR2023] - Agricultural land (sq. km) [AG.LND.AGRI.K2]	2023 [YR2023] - Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]	2023 [YR2023] - Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS]	2023 [YR2023] - Armed forces personnel, total [MS.MIL.TOTL.P1]	2023 [YR2023] - Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]	2023 [YR2023] - Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS]	2023 [YR2023] - Compulsory education, duration (years) [SE.COM.DURS]	2023 [YR2023] - Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot]	2023 [YR2023] - Crop production index (2014-2016 = 100) [AG.PRD.CROP.XD]	2023 [YR2023] - Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS]	2023 [YR2023] - Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD]	2023 [YR2023] - Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]	2023 [YR2023] - Ease of doing business rank (1=most business-friendly regulations) [IC.BUS.EASE.XQ]	2023 [YR2023] - Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC]	2023 [YR2023] - Electricity production from coal sources (% of total) [EG.ELC.COAL.ZS]	2023 [YR2023] - Electricity production from hydroelectric sources (% of total) [EG.ELC.HYRO.ZS]	2023 [YR2023] - Electricity production from nuclear sources (% of total) [EG.ELC.NUCL.ZS]	2023 [YR2023] - Energy imports, net (% of energy use) [EG.IMP.CONS.ZS]	2023 [YR2023] - Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE]	2023 [YR2023] - Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP) [EG.USE.COMM.GD.PP.KD]	2023 [YR2023] - Expense (% of GDP) [GC.XPN.TOTL.GD.ZS]	2023 [YR2023] - Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]	2023 [YR2023] - Fertilizer consumption (kilograms per hectare of arable land) [AG.CON.FERT.ZS]	2023 [YR2023] - Gini index [SI.POV.GINI]	2023 [YR2023] - Government Effectiveness: Estimate [GE.EST]	2023 [YR2023] - Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24) [SH.HIV.INCD.YG.P3]	2023 [YR2023] - Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49) [SH.HIV.INCD.ZS]	2023 [YR2023] - Incidence of HIV, all (per 1,000 uninfected population) [SH.HIV.INCD.TL.P3]	2023 [YR2023] - Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]	2023 [YR2023] - Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]	2023 [YR2023] - Income share held by highest 10% [SI.DST.10TH.10]	2023 [YR2023] - Income share held by lowest 10% [SI.DST.FRST.10]	2023 [YR2023] - Individuals using the Internet (% of population) [IT.NET.USER.ZS]	2023 [YR2023] - Individuals using the Internet, female (% of female population) [IT.NET.USER.FE.ZS]	2023 [YR2023] - Individuals using the Internet, male (% of male population) [IT.NET.USER.MA.ZS]	2023 [YR2023] - Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]	2023 [YR2023] - Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]	2023 [YR2023] - Labor force, total [SL.TLF.TOTL.IN]	2023 [YR2023] - Life expectancy at birth, total (years) [SP.DYN.LE00.IN]	2023 [YR2023] - Livestock production index (2014-2016 = 100) [AG.PRD.LVSK.XD]	2023 [YR2023] - Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]	2023 [YR2023] - Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS]	2023 [YR2023] - New businesses registered (number) [IC.BUS.NREG]	2023 [YR2023] - Number of infant deaths [SH.DTH.IMRT]	2023 [YR2023] - Number of neonatal deaths [SH.DTH.NMRT]	2023 [YR2023] - Number of maternal deaths [SH.MMR.DTHS]	2023 [YR2023] - People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS]	2023 [YR2023] - Physicians (per 1,000 people) [SH.MED.PHYS.ZS]	2023 [YR2023] - PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) [EN.ATM.PM25.MC.M3]	2023 [YR2023] - PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total) [EN.ATM.PM25.MC.ZS]	2023 [YR2023] - Population growth (annual %) [SP.POP.GROW]	2023 [YR2023] - Population density (people per sq. km of land area) [EN.POP.DNST]	2023 [YR2023] - Population ages 65 and above, total [SP.POP.65UP.TO]	2023 [YR2023] - Population ages 15-64, total [SP.POP.1564.TO]	2023 [YR2023] - Population ages 15-64, male [SP.POP.1564.MA.IN]	2023 [YR2023] - Population ages 15-64, female [SP.POP.1564.FE.IN]	2023 [YR2023] - Population ages 0-14, total [SP.POP.0014.TO]	2023 [YR2023] - Population ages 0-14, male [SP.POP.0014.MA.IN]	2023 [YR2023] - Population ages 0-14, female [SP.POP.0014.FE.IN]	2023 [YR2023] - Population ages 65 and above, male [SP.POP.65UP.MA.IN]	2023 [YR2023] - Population ages 65 and above, female [SP.POP.65UP.FE.IN]	2023 [YR2023] - Population in largest city [EN.URB.LCTY]	2023 [YR2023] - Population, total [SP.POP.TOTL]	2023 [YR2023] - Population, male [SP.POP.TOTL.MA.IN]	2023 [YR2023] - Population, female [SP.POP.TOTL.FE.IN]	2023 [YR2023] - Pupil-teacher ratio, primary [SE.PRM.ENRL.TC.ZS]	2023 [YR2023] - Pupil-teacher ratio, secondary [SE.SEC.ENRL.TC.ZS]	2023 [YR2023] - Pupil-teacher ratio, tertiary [SE.TER.ENRL.TC.ZS]	2023 [YR2023] - Rail lines (total route-km) [IS.RRS.TOTL.KM]	2023 [YR2023] - Railways, passengers carried (million passenger-km) [IS.RRS.PASG.KM]	2023 [YR2023] - Railways, goods transported (million ton-km) [IS.RRS.GOOD.MT.K6]	2023 [YR2023] - Rural population [SP.RUR.TOTL]	2023 [YR2023] - Surface area (sq. km) [AG.SRF.TOTL.K2]	2023 [YR2023] - Urban population [SP.URB.TOTL]
Gabon	GAB	..	..	..	6.48492333109043	60.130115591442	..	..	5.81617876097221	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.779809296131134	..	..	..	..	..	..	..	..	..	..	3.62901534185376	39.829040340504	763104	..	..	..	..	..	..	..	..	..	..	..	..	1.97181513140581	..	94835	1462392	751646	710746	879338	442410	436929	44520	50315	869773	2436566	1238576	1197990	..	..	..	..	..	..	218584	..	2217982
"Gambia, The"	GMB	..	..	..	4.434318263661	77.4675131728173	..	..	24.6275851038015	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.590593457221985	..	..	..	..	..	..	..	..	..	..	16.9742129632326	47.004150353843	969074	..	..	..	..	..	..	..	..	..	..	..	..	2.45217756522986	..	67603	1524541	751407	773133	1181024	596949	584075	31739	35863	481472	2773168	1380095	1393072	..	..	..	..	..	..	985251	..	1787917
Georgia	GEO	..	..	..	23.0590979594672	33.3538120074355	..	..	6.00670139321586	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.791285872459412	..	..	..	..	..	..	..	81.8842	82.0899	81.6423	2.48776056578715	47.1436904761262	1853143	..	..	..	..	..	..	..	..	..	..	..	..	1.28099843092554	..	554370	2404127	1160110	1244017	801868	414341	387527	192755	361615	1082245	3760365	1767206	1993159	..	..	..	..	..	..	1476808	..	2283557
Germany	DEU	..	..	..	35.955363529507	22.1115712687152	..	..	0.723242970425802	..	..	..	..	13	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.18541669845581	..	..	..	..	..	..	..	92.4764	91.4829	93.4711	5.94643667725823	46.6839684928306	44783712	..	..	..	..	..	..	..	..	..	..	..	..	0.813269249881238	..	19217116	53447147	27167880	26279267	11818004	6068562	5749443	8459086	10758031	3573938	84482267	41695527	42786740	..	..	..	..	..	..	18784632	..	65697635
Ghana	GHA	..	..	..	6.10816116522865	61.2631047339327	..	..	21.1026509845537	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.092661589384079	..	..	..	..	..	..	..	..	..	..	38.1069656296501	47.9615425822935	14887115	..	..	..	..	..	..	..	..	..	..	..	..	1.91170171695852	..	1245271	20387003	10134621	10252382	12489711	6323567	6166145	558340	686932	3768239	34121985	17016528	17105458	..	..	..	..	..	..	13908804	..	20213181
Gibraltar	GIB	..	..	..	34.4339389139151	27.3798326815504	..	..	..	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.119381069323213	..	6956	20201	10178	10024	5531	2838	2694	3319	3638	..	32688	16334	16355	..	..	..	..	..	..	0	..	32688
Greece	GRC	..	..	..	36.5979510431699	21.4986662646591	..	..	3.78512428138565	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.148003026843071	..	..	..	..	..	..	..	85.0102	84.7865	85.2407	3.46480128513405	44.8688895734431	4645359	..	..	..	..	..	..	..	..	..	..	..	..	-0.631359846394221	..	2398547	6553774	3248395	3305379	1408974	724156	684818	1091372	1307175	3154463	10361295	5063924	5297371	..	..	..	..	..	..	2002527	..	8358768
Greenland	GRL	..	..	..	15.5225488687086	30.3524703709404	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.763896942138672	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.359389425458904	..	6051	38982	20441	18542	11832	6093	5739	3263	2788	..	56865	29796	27069	..	..	..	..	..	..	6858	..	50007
Grenada	GRD	..	..	..	15.7013552875472	36.1763077441564	..	..	3.26853264819758	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.0060560517013073	..	..	..	..	..	..	..	..	..	..	2.69612269814564	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.592162162131326	..	13045	83082	41850	41231	30056	15319	14736	5871	7174	..	126183	63041	63142	..	..	..	..	..	..	79421	..	46762
Guam	GUM	..	..	..	19.819802997059	41.660053218804	..	..	..	..	..	..	..	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.654167771339417	..	..	..	..	..	..	..	..	..	..	..	45.197726026031	80212	..	..	..	..	..	..	..	..	..	..	..	..	0.683444002088191	..	21228	107105	54544	52561	44620	23038	21581	9410	11818	..	172952	86992	85960	..	..	..	..	..	..	8360	..	164592
Guatemala	GTM	..	..	..	7.80592399165119	50.3985077630349	..	..	9.2494509047079	..	..	..	..	16	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.897167265415192	..	..	..	..	..	..	..	..	..	..	6.20657592272132	34.4815988814355	7257874	..	..	..	..	..	..	..	..	..	..	..	..	1.39900898821501	..	868517	11126383	5481036	5645347	5607531	2845244	2762287	383719	484797	3095099	17602431	8710000	8892431	..	..	..	..	..	..	8255892	..	9346539
Guinea	GIN	..	..	..	5.96471702860827	74.2824560772873	..	..	28.1957937712778	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.907938599586487	..	..	..	..	..	..	..	..	..	..	7.80497591927973	41.3250236442559	4400646	..	..	..	..	..	..	..	..	..	..	..	..	2.36211734721627	..	469594	7872863	3857968	4014895	5848156	2970918	2877239	194705	274889	2110937	14190612	7023590	7167023	..	..	..	..	..	..	8786117	..	5404495
Guinea-Bissau	GNB	..	..	..	4.92992693650588	68.9063914392862	..	..	33.7082786997944	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.43258428573608	..	..	..	..	..	..	..	..	..	..	..	44.890089921422	726412	..	..	..	..	..	..	..	..	..	..	..	..	2.12750787782784	..	60997	1237280	606814	630466	852565	431732	420833	24195	36802	664446	2150842	1062741	1088101	..	..	..	..	..	..	1172940	..	977902
Guyana	GUY	..	..	..	9.93680338810877	43.727637141557	..	..	..	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.294486999511719	..	..	..	..	..	..	..	..	..	..	2.82110335099641	40.4094915254237	295000	..	..	..	..	..	..	..	..	..	..	..	..	0.629624405206613	..	52627	529617	258670	270947	231589	117534	114056	22621	30007	..	813834	398825	415010	..	..	..	..	..	..	592780	..	221054
Haiti	HTI	..	..	..	7.24281751426627	49.9867374681143	..	..	18.1539755167229	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-2.22533392906189	..	..	..	..	..	..	..	..	..	..	36.8135162780854	47.3510180960703	5237767	..	..	..	..	..	..	..	..	..	..	..	..	1.19922882982183	..	540104	7457098	3695599	3761500	3727560	1878828	1848733	231271	308834	2987455	11724763	5805698	5919066	..	..	..	..	..	..	4730238	..	6994525
Honduras	HND	..	..	..	6.64146454753202	44.9977777571021	..	..	11.9797586981212	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.795222759246826	..	..	..	..	..	..	..	..	..	..	6.66325180347457	39.6001240389653	4675950	..	..	..	..	..	..	..	..	..	..	..	..	1.53082951071852	..	463985	6986185	3527143	3459042	3143628	1609247	1534381	210978	253008	1568025	10593798	5347368	5246431	..	..	..	..	..	..	4215060	..	6378738
"Hong Kong SAR, China"	HKG	..	..	..	32.0167459892155	17.7784213514145	..	..	..	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.55483567714691	..	..	..	..	..	..	..	..	..	..	2.09660511249089	49.7812651046019	3825407	..	..	..	..	..	..	..	..	..	..	..	..	2.55352466697343	..	1610742	5030936	2246648	2784288	894421	464365	430056	756356	854386	7684801	7536100	3467369	4068730	..	..	..	..	..	..	0	..	7536100
Hungary	HUN	..	..	..	29.9759149051358	21.830182272642	..	..	4.69014413462121	..	..	..	..	13	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.372758895158768	..	..	..	..	..	..	..	91.4501	91.7685	91.1146	17.1249659678737	46.4520067876494	5005562	..	..	..	..	..	..	..	..	..	..	..	..	-0.552969965032594	..	1893634	6317185	3176196	3140988	1379053	707501	671552	726812	1166822	1778052	9589872	4610510	4979362	..	..	..	..	..	..	2602308	..	6987564
Iceland	ISL	..	..	..	23.8629403493904	27.7578535796144	..	..	3.88685872975077	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.55512094497681	..	..	..	..	..	..	..	..	..	..	8.73630299937298	45.9499571479337	239195	..	..	..	..	..	..	..	..	..	..	..	..	2.99067031992196	..	61947	259595	134817	124779	72058	37060	34998	29868	32080	..	393600	201745	191856	..	..	..	..	..	..	23451	..	370149
India	IND	..	..	..	10.3959476893128	36.6032999712519	..	..	15.9660077048026	..	..	..	..	8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.47511014342308	..	..	..	..	..	..	..	..	..	..	5.64914318907925	28.7064236244929	593729164	..	..	..	..	..	..	..	..	..	..	..	..	0.805014301342575	..	101034112	971860527	503270194	468590333	355733024	185558095	170174929	48023243	53010869	32941309	1428627663	736851532	691776131	..	..	..	..	..	..	909121500	..	519506163
Indonesia	IDN	..	..	..	10.3161788916069	36.5411085929197	..	..	12.5293069217922	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	36.1	0.58032637834549	..	..	..	..	..	29.9	3.3	69.2084	66.3477	72.0652	3.67013142377007	39.3928165584309	140931083	..	..	..	..	..	..	..	..	..	..	..	..	0.735139895418266	..	19495741	188982192	95797731	93184462	69056188	35439686	33616502	8470414	11025327	11248839	277534122	139707831	137826291	..	..	..	..	..	..	114976836	..	162557286
"Iran, Islamic Rep."	IRN	..	..	..	11.5299690233616	33.7931384133491	..	..	13.0139415818405	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.02239692211151	..	..	..	..	..	..	..	..	..	..	44.5791857572797	16.799709837476	29158831	..	..	..	..	..	..	..	..	..	..	..	..	0.700188903168177	..	7074988	61361726	31056900	30304827	20736053	10631040	10105012	3314454	3760534	9499781	89172767	45002394	44170373	..	..	..	..	..	..	20280562	..	68892205
Iraq	IRQ	..	..	..	5.71688540995344	62.9704343003709	..	..	2.80439543155543	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.38960635662079	..	..	..	..	..	..	..	..	..	..	..	13.8848031901046	11811525	..	..	..	..	..	..	..	..	..	..	..	..	2.24105014081182	..	1542169	26975685	13473714	13501971	16986706	8706288	8280418	626496	915673	7711305	45504560	22806498	22698062	..	..	..	..	..	..	12923750	..	32580810
Ireland	IRL	..	..	..	23.7040260621644	29.3777946240241	..	..	0.877588607816936	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.59114551544189	..	..	..	..	..	..	..	..	..	..	6.29942487419125	46.7727224251714	2766155	..	..	..	..	..	..	..	..	..	..	..	..	2.60299259103173	..	814856	3437627	1706457	1731170	1009899	517059	492840	385000	429856	1270172	5262382	2608515	2653866	..	..	..	..	..	..	1869935	..	3392447
Isle of Man	IMN	..	..	..	36.0683728610027	22.8741368958271	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.225729728476368	..	19223	53296	26694	26602	12191	6196	5995	9058	10166	..	84710	41947	42763	..	..	..	..	..	..	39405	..	45305
Israel	ISR	..	..	..	20.3235179652145	46.65708485381	..	..	..	..	..	..	..	15	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.1453697681427	..	..	..	..	..	..	..	..	..	..	4.22535211267609	47.5914882665233	4553808	..	..	..	..	..	..	..	..	..	..	..	..	2.06280419087907	..	1187506	5843014	2938908	2904105	2726180	1398135	1328045	531780	655726	4420855	9756700	4868822	4887876	..	..	..	..	..	..	697214	..	9059486
Italy	ITA	..	..	..	38.6166718569658	19.2581922922943	..	..	1.9400054359512	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.611036896705627	..	..	..	..	..	..	..	87.0278	86.109	87.9577	5.62219442195901	42.7821781927498	25668665	..	..	..	..	..	..	..	..	..	..	..	..	-0.304633382751779	..	14373155	37220077	18667132	18552946	7167914	3685395	3482519	6318844	8054312	4315671	58761146	28671370	30089777	..	..	..	..	..	..	16468986	..	42292160
Jamaica	JAM	..	..	..	10.6450057688737	26.6777605300171	..	..	9.02386916925967	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.407290458679199	..	..	..	..	..	..	..	..	..	..	6.47413734662063	45.490690495032	1559374	..	..	..	..	..	..	..	..	..	..	..	..	-0.0648514304106601	..	219031	2057594	1024990	1032603	548920	279440	269479	96571	122460	597124	2825544	1401001	1424543	..	..	..	..	..	..	1204303	..	1621241
Japan	JPN	..	..	..	51.4297633182044	19.6171824603919	..	..	..	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.63126504421234	..	..	..	..	..	..	..	..	..	..	3.26813365933163	45.1115778103048	69349452	..	..	..	..	..	..	..	..	..	..	..	..	-0.487370782049143	..	37439206	72796769	36869370	35927399	14280675	7305220	6975455	16333021	21106185	37194105	124516650	60507611	64009039	..	..	..	..	..	..	9907790	..	114608860
Jordan	JOR	..	..	..	6.16549628172361	48.8277671406766	..	..	4.80382475555529	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.386213511228561	..	..	..	..	..	..	..	..	..	..	2.08486986327134	17.0501501893692	3062800	..	..	..	..	..	..	..	..	..	..	..	..	0.452488759778546	..	450978	7314545	3832270	3482276	3571529	1821064	1750465	215649	235330	2232240	11337052	5868983	5468070	..	..	..	..	..	..	904697	..	10432355
Kazakhstan	KAZ	..	..	..	13.1747109896901	47.664147526878	..	..	4.28476297905069	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.146814674139023	..	..	..	..	..	..	..	92.8785	91.7601	94.0687	14.7249900200331	49.0874207156295	9587167	..	..	..	..	..	..	..	..	..	..	..	..	1.34158039345206	..	1630073	12372742	5976416	6396327	5897362	3034669	2862693	574507	1055565	1987301	19900177	9585593	10314585	..	..	..	..	..	..	8322453	..	11577724
Kenya	KEN	..	..	..	4.855699961552	62.1663247652047	..	..	21.3010350095067	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.303605198860168	..	..	..	..	..	..	..	..	..	..	7.67139634029402	49.7890466439175	25501846	..	..	..	..	..	..	..	..	..	..	..	..	1.96674157342146	..	1601896	32990012	16326167	16663846	20508678	10297609	10211069	680425	921471	5325160	55100586	27304201	27796386	..	..	..	..	..	..	38834893	..	16265693
Kiribati	KIR	..	..	..	6.48300233935593	59.6548205664228	..	..	..	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.096573106944561	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.72470818693557	..	5210	80364	38618	41747	47941	24558	23382	1968	3242	..	133515	65144	68371	..	..	..	..	..	..	56394	..	77121
"Korea, Dem. People's Rep."	PRK	..	..	..	17.6809979199009	27.3268666807051	..	..	..	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.48409974575043	..	..	..	..	..	..	..	..	..	..	..	47.4965243668766	15836683	..	..	..	..	..	..	..	..	..	..	..	..	0.35000834215513	..	3189823	18040967	9099782	8941186	4930031	2529138	2400893	1331787	1858036	3157538	26160821	12960706	13200116	..	..	..	..	..	..	9626397	..	16534424
"Korea, Rep."	KOR	..	..	..	26.1106590958887	15.9619492166278	..	..	1.59560572785029	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.40480732917786	..	..	..	..	..	..	..	97.416	96.7274	98.0887	3.5974562502901	43.476526343546	29610896	..	..	..	..	..	..	..	..	..	..	..	..	0.077477253324535	..	9503947	36398725	18677857	17720869	5809946	2983493	2826453	4142755	5361192	9988049	51712619	25804105	25908514	..	..	..	..	..	..	9589588	..	42123031
Kosovo	XKX	..	..	..	15.2804535013899	29.9422705166218	..	..	7.77051583183872	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.0800606161355972	..	..	..	..	..	..	..	..	..	..	4.94422709645871	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.66461489766678	..	184807	1209434	606923	602512	362132	187258	174875	81180	103628	..	1756374	875360	881015	..	..	..	..	..	..	..	..	..
Kuwait	KWT	..	..	..	7.31542862629234	27.0418205293979	..	..	..	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.0075402706861496	..	..	..	..	..	..	..	99.7473	100	99.5887	3.64216403030709	24.981038766992	2462920	..	..	..	..	..	..	..	..	..	..	..	..	0.96131038288673	..	234675	3207946	1996008	1211938	867487	466249	401238	154043	80632	3297759	4310108	2616300	1693808	..	..	..	..	..	..	0	..	4310108
Kyrgyz Republic	KGZ	..	..	..	7.78536139958833	56.2740704133162	..	..	9.65470061489197	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.890727877616882	..	..	..	..	..	..	..	..	..	..	10.7532770416742	42.258306926447	3068644	..	..	..	..	..	..	..	..	..	..	..	..	1.78894630690457	..	336965	4328187	2109891	2218296	2435647	1243855	1191792	132141	204825	1104742	7100800	3485887	3614913	..	..	..	..	..	..	4416627	..	2684173
Lao PDR	LAO	..	..	..	7.02447022853864	46.4452850611344	..	..	16.1390568351887	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.6432785987854	..	..	..	..	..	..	..	..	..	..	31.2301341732646	46.8169600392207	3173837	..	..	..	..	..	..	..	..	..	..	..	..	1.37576862016302	..	349406	4974126	2507010	2467116	2310247	1177683	1132563	161954	187452	721199	7633779	3846648	3787131	..	..	..	..	..	..	4714088	..	2919691
Latvia	LVA	..	..	..	35.6864580855249	24.7654080344071	..	..	4.16730445051518	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.696560978889465	..	..	..	..	..	..	..	92.1879	92.2988	92.0644	8.93804623316637	49.4443608999481	977523	..	..	..	..	..	..	..	..	..	..	..	..	0.125866344662112	..	418524	1172781	580365	592416	290444	150443	140001	142891	275634	621369	1881750	873699	1008051	..	..	..	..	..	..	589533	..	1292217
Lebanon	LBN	..	..	..	16.4626127849175	43.6600438503752	..	..	..	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.58038187026978	..	..	..	..	..	..	..	..	..	..	221.341644023365	31.7846725485669	1771423	..	..	..	..	..	..	..	..	..	..	..	..	-2.50498427319778	..	550451	3343643	1605975	1737668	1459836	749695	710141	239282	311169	2421354	5353930	2594952	2758977	..	..	..	..	..	..	565803	..	4788127
Lesotho	LSO	..	..	..	6.81198475926567	54.6232767578802	..	..	6.34436053209501	..	..	..	..	7	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.953606307506561	..	..	..	..	..	..	..	..	..	..	6.34221743124953	45.1427006299644	1004025	..	..	..	..	..	..	..	..	..	..	..	..	1.05662089697663	..	98331	1443500	717844	725656	788487	394781	393705	36599	61732	..	2330318	1149224	1181093	..	..	..	..	..	..	1621552	..	708766
Liberia	LBR	..	..	..	5.80779328657908	70.5582322179886	..	..	34.9344506001847	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.35536432266235	..	..	..	..	..	..	..	..	..	..	..	47.7821091095378	2498590	..	..	..	..	..	..	..	..	..	..	..	..	2.15837823978606	..	178429	3072234	1524128	1548106	2167714	1097350	1070364	78009	100420	1678020	5418377	2699486	2718890	..	..	..	..	..	..	2515915	..	2902462
Libya	LBY	..	..	..	7.38235192006919	41.1571672211068	..	..	1.58514121650434	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.63588905334473	..	..	..	..	..	..	..	..	..	..	2.37317531435169	35.9080928579918	2397855	..	..	..	..	..	..	..	..	..	..	..	..	1.1101275120524	..	342350	4637411	2350732	2286679	1908627	979905	928722	153114	189236	1183292	6888388	3483751	3404637	..	..	..	..	..	..	1267050	..	5621338
Liechtenstein	LIE	..	..	..	30.5287073048635	21.8991874927799	..	..	..	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.62781953811646	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.651369032629572	..	7928	25969	12963	13006	5687	2996	2692	3684	4244	..	39584	19643	19942	..	..	..	..	..	..	33798	..	5786
