Country Name	Country Code	2023 [YR2023] - Access to electricity (% of population) [EG.ELC.ACCS.ZS]	2023 [YR2023] - Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD]	2023 [YR2023] - Adjusted net national income per capita (constant 2015 US$) [NY.ADJ.NNTY.PC.KD]	2023 [YR2023] - Age dependency ratio, old (% of working-age population) [SP.POP.DPND.OL]	2023 [YR2023] - Age dependency ratio, young (% of working-age population) [SP.POP.DPND.YG]	2023 [YR2023] - Agricultural land (% of land area) [AG.LND.AGRI.ZS]	2023 [YR2023] - Agricultural land (sq. km) [AG.LND.AGRI.K2]	2023 [YR2023] - Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]	2023 [YR2023] - Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS]	2023 [YR2023] - Armed forces personnel, total [MS.MIL.TOTL.P1]	2023 [YR2023] - Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]	2023 [YR2023] - Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS]	2023 [YR2023] - Compulsory education, duration (years) [SE.COM.DURS]	2023 [YR2023] - Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot]	2023 [YR2023] - Crop production index (2014-2016 = 100) [AG.PRD.CROP.XD]	2023 [YR2023] - Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS]	2023 [YR2023] - Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD]	2023 [YR2023] - Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]	2023 [YR2023] - Ease of doing business rank (1=most business-friendly regulations) [IC.BUS.EASE.XQ]	2023 [YR2023] - Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC]	2023 [YR2023] - Electricity production from coal sources (% of total) [EG.ELC.COAL.ZS]	2023 [YR2023] - Electricity production from hydroelectric sources (% of total) [EG.ELC.HYRO.ZS]	2023 [YR2023] - Electricity production from nuclear sources (% of total) [EG.ELC.NUCL.ZS]	2023 [YR2023] - Energy imports, net (% of energy use) [EG.IMP.CONS.ZS]	2023 [YR2023] - Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE]	2023 [YR2023] - Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP) [EG.USE.COMM.GD.PP.KD]	2023 [YR2023] - Expense (% of GDP) [GC.XPN.TOTL.GD.ZS]	2023 [YR2023] - Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]	2023 [YR2023] - Fertilizer consumption (kilograms per hectare of arable land) [AG.CON.FERT.ZS]	2023 [YR2023] - Gini index [SI.POV.GINI]	2023 [YR2023] - Government Effectiveness: Estimate [GE.EST]	2023 [YR2023] - Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24) [SH.HIV.INCD.YG.P3]	2023 [YR2023] - Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49) [SH.HIV.INCD.ZS]	2023 [YR2023] - Incidence of HIV, all (per 1,000 uninfected population) [SH.HIV.INCD.TL.P3]	2023 [YR2023] - Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]	2023 [YR2023] - Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]	2023 [YR2023] - Income share held by highest 10% [SI.DST.10TH.10]	2023 [YR2023] - Income share held by lowest 10% [SI.DST.FRST.10]	2023 [YR2023] - Individuals using the Internet (% of population) [IT.NET.USER.ZS]	2023 [YR2023] - Individuals using the Internet, female (% of female population) [IT.NET.USER.FE.ZS]	2023 [YR2023] - Individuals using the Internet, male (% of male population) [IT.NET.USER.MA.ZS]	2023 [YR2023] - Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]	2023 [YR2023] - Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]	2023 [YR2023] - Labor force, total [SL.TLF.TOTL.IN]	2023 [YR2023] - Life expectancy at birth, total (years) [SP.DYN.LE00.IN]	2023 [YR2023] - Livestock production index (2014-2016 = 100) [AG.PRD.LVSK.XD]	2023 [YR2023] - Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]	2023 [YR2023] - Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS]	2023 [YR2023] - New businesses registered (number) [IC.BUS.NREG]	2023 [YR2023] - Number of infant deaths [SH.DTH.IMRT]	2023 [YR2023] - Number of neonatal deaths [SH.DTH.NMRT]	2023 [YR2023] - Number of maternal deaths [SH.MMR.DTHS]	2023 [YR2023] - People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS]	2023 [YR2023] - Physicians (per 1,000 people) [SH.MED.PHYS.ZS]	2023 [YR2023] - PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) [EN.ATM.PM25.MC.M3]	2023 [YR2023] - PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total) [EN.ATM.PM25.MC.ZS]	2023 [YR2023] - Population growth (annual %) [SP.POP.GROW]	2023 [YR2023] - Population density (people per sq. km of land area) [EN.POP.DNST]	2023 [YR2023] - Population ages 65 and above, total [SP.POP.65UP.TO]	2023 [YR2023] - Population ages 15-64, total [SP.POP.1564.TO]	2023 [YR2023] - Population ages 15-64, male [SP.POP.1564.MA.IN]	2023 [YR2023] - Population ages 15-64, female [SP.POP.1564.FE.IN]	2023 [YR2023] - Population ages 0-14, total [SP.POP.0014.TO]	2023 [YR2023] - Population ages 0-14, male [SP.POP.0014.MA.IN]	2023 [YR2023] - Population ages 0-14, female [SP.POP.0014.FE.IN]	2023 [YR2023] - Population ages 65 and above, male [SP.POP.65UP.MA.IN]	2023 [YR2023] - Population ages 65 and above, female [SP.POP.65UP.FE.IN]	2023 [YR2023] - Population in largest city [EN.URB.LCTY]	2023 [YR2023] - Population, total [SP.POP.TOTL]	2023 [YR2023] - Population, male [SP.POP.TOTL.MA.IN]	2023 [YR2023] - Population, female [SP.POP.TOTL.FE.IN]	2023 [YR2023] - Pupil-teacher ratio, primary [SE.PRM.ENRL.TC.ZS]	2023 [YR2023] - Pupil-teacher ratio, secondary [SE.SEC.ENRL.TC.ZS]	2023 [YR2023] - Pupil-teacher ratio, tertiary [SE.TER.ENRL.TC.ZS]	2023 [YR2023] - Rail lines (total route-km) [IS.RRS.TOTL.KM]	2023 [YR2023] - Railways, passengers carried (million passenger-km) [IS.RRS.PASG.KM]	2023 [YR2023] - Railways, goods transported (million ton-km) [IS.RRS.GOOD.MT.K6]	2023 [YR2023] - Rural population [SP.RUR.TOTL]	2023 [YR2023] - Surface area (sq. km) [AG.SRF.TOTL.K2]	2023 [YR2023] - Urban population [SP.URB.TOTL]
Lithuania	LTU	..	..	..	33.493230301648	24.3462370260043	..	..	2.986257959323	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.05012118816376	..	..	..	..	..	..	..	88.5029	90.6902	86.1234	9.11731962390475	49.4214997555913	1509766	..	..	..	..	..	..	..	..	..	..	..	..	1.41170910782706	..	609411	1819505	911245	908260	442981	227539	215442	210496	398915	541275	2871897	1349279	1522617	..	..	..	..	..	..	899076	..	1972821
Luxembourg	LUX	..	..	..	22.2655292604474	22.7531130096801	..	..	0.229008782818307	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.91421329975128	..	..	..	..	..	..	..	99.3479	99.3147	99.3798	3.74140361983136	46.1442499779769	351903	..	..	..	..	..	..	..	..	..	..	..	..	2.34600975458798	..	102655	461049	235663	225386	104903	53671	51232	47188	55466	..	668606	336522	332084	..	..	..	..	..	..	52967	..	615639
"Macao SAR, China"	MAC	..	..	..	19.1543026410873	21.0219954571786	..	..	..	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.08997046947479	..	..	..	..	..	..	..	..	..	..	..	50.2892362784932	406588	..	..	..	..	..	..	..	..	..	..	..	..	1.28364385187692	..	96218	502331	228603	273728	105600	54744	50856	46562	49657	681876	704149	329909	374241	..	..	..	..	..	..	0	..	704149
Madagascar	MDG	..	..	..	5.88415678874075	66.9370590921455	..	..	21.0601047702093	..	..	..	..	5	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.02277612686157	..	..	..	..	..	..	..	..	..	..	9.87432675044888	48.7176346391871	15829771	..	..	..	..	..	..	..	..	..	..	..	..	2.38265667508188	..	1032520	17547459	8765652	8781806	11745753	5949185	5796568	475863	556657	3872264	30325732	15190700	15135032	..	..	..	..	..	..	18026828	..	12298904
Malawi	MWI	..	..	..	4.58471941246482	75.877502863402	..	..	22.0779736185757	..	..	..	..	8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.859506547451019	..	..	..	..	..	..	..	18	16.6971	19.4973	28.7897428247298	48.4733131008631	8366090	..	..	..	..	..	..	..	..	..	..	..	..	2.54716886319793	..	531780	11598965	5568563	6030402	8801005	4405873	4395133	210062	321719	1276316	20931751	10184498	10747253	..	..	..	..	..	..	17105427	..	3826324
Malaysia	MYS	..	..	..	11.1562318888272	32.1191927420922	..	..	7.74448830422061	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.875369668006897	..	..	..	..	..	..	..	97.6927	97.1838	98.153	2.48886560125754	38.9469124009346	17307639	..	..	..	..	..	..	..	..	..	..	..	..	1.08520231604055	..	2671455	23945854	12290874	11654981	7691215	3967002	3724213	1262382	1409073	8621724	34308525	17520258	16788267	..	..	..	..	..	..	7302226	..	27006299
Maldives	MDV	..	..	..	6.97369628183117	29.5962045058387	..	..	..	..	..	..	..	7	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.127973482012749	..	..	..	..	..	..	..	..	..	..	2.92746542425035	27.4625236808835	260231	..	..	..	..	..	..	..	..	..	..	..	..	-0.529476508977336	..	26605	381505	225957	155548	112911	58423	54489	14212	12394	..	521021	298591	222431	..	..	..	..	..	..	302343	..	218678
Mali	MLI	..	..	..	4.60832158631907	92.6627323167032	..	..	36.7806270930266	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.13859808444977	..	..	..	..	..	..	..	..	..	..	2.05880228274214	38.2067496325208	8276658	..	..	..	..	..	..	..	..	..	..	..	..	3.05166141549371	..	544149	11807965	5976753	5831212	10941583	5531947	5409636	250072	294077	2929373	23293698	11758772	11534926	..	..	..	..	..	..	12534572	..	10759126
Malta	MLT	..	..	..	29.1240779732757	19.6409507598065	..	..	0.729591791980519	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.397335052490234	..	..	..	..	..	..	..	91.9155	94.0165	90.0405	5.09396758978883	41.7099346751469	313357	..	..	..	..	..	..	..	..	..	..	..	..	4.07701021450296	..	108304	371871	200438	171433	73039	37851	35187	50191	58113	..	553214	288481	264733	..	..	..	..	..	..	27987	..	525227
Marshall Islands	MHL	..	..	..	7.50536097212294	50.4871900981904	..	..	..	..	..	..	..	13	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.069975346326828	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.02196784869723	..	1995	26581	13428	13153	13420	6981	6439	1016	978	..	41996	21425	20571	..	..	..	..	..	..	8875	..	33121
Mauritania	MRT	..	..	..	5.76655544204764	73.9689670007348	..	..	19.9271917498854	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.763598620891571	..	..	..	..	..	..	..	..	..	..	4.95305034506872	33.3948186071295	1178602	..	..	..	..	..	..	..	..	..	..	..	..	2.6431022627714	..	156022	2705636	1298406	1407230	2001331	1013486	987845	72824	83198	1491958	4862989	2384716	2478273	..	..	..	..	..	..	2057093	..	2805896
Mauritius	MUS	..	..	..	18.8248242251265	22.6523241998835	..	..	3.8380096913082	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.710137605667114	..	..	..	..	..	..	..	..	..	..	7.05298238454743	39.4987764458601	588041	..	..	..	..	..	..	..	..	..	..	..	..	-0.117452949112512	..	167793	891339	445717	445621	201909	102258	99652	73379	94414	..	1261041	621354	639687	..	..	..	..	..	..	745691	..	515350
Mexico	MEX	..	..	..	12.7432925971646	35.641161248803	..	..	3.96265622962397	..	..	..	..	14	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.198361441493034	..	..	..	..	..	..	..	81.1832	81.3647	80.9827	5.52796087314389	39.4531770075899	60042318	..	..	..	..	..	..	..	..	..	..	..	..	0.743434542137949	..	11031795	86569424	42040292	44529131	30854348	15656820	15197527	4944253	6087541	22281442	128455567	62641366	65814200	..	..	..	..	..	..	23658946	..	104796621
"Micronesia, Fed. Sts."	FSM	..	..	..	10.0412935933603	46.9888384643689	..	..	22.4685434782609	..	..	..	..	8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.232347309589386	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.924204879960664	..	7368	73377	36904	36473	34479	17760	16719	3227	4142	..	115224	57891	57334	..	..	..	..	..	..	88286	..	26938
Moldova	MDA	..	..	..	18.5328096662506	27.9030548555009	..	..	7.61944302883983	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.164951995015144	..	..	..	..	..	..	..	..	..	..	13.4170104381299	52.6715836764745	1464169	..	..	..	..	..	..	..	..	..	..	..	..	-2.06952171753803	..	314739	1698280	830564	867716	473872	241683	232189	113881	200858	487707	2486891	1186128	1300763	..	..	..	..	..	..	1408252	..	1078639
Monaco	MCO	..	..	..	70.2558001189768	26.0342869504083	..	..	..	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2.02295255661011	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.472749142011553	..	12991	18491	9194	9298	4814	2440	2375	6149	6843	..	36297	17783	18515	..	..	..	..	..	..	0	..	36297
Mongolia	MNG	..	..	..	7.70639536224398	51.2740454459505	..	..	10.1923008382043	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.47153577208519	..	..	..	..	..	..	..	..	..	..	10.3475831314339	45.0312365451896	1402844	..	..	..	..	..	..	..	..	..	..	..	..	1.42551054825547	..	167097	2168290	1073760	1094530	1111770	570289	541480	64398	102699	1672627	3447157	1708447	1738709	..	..	..	..	..	..	1065551	..	2381606
Montenegro	MNE	..	..	..	25.9528523928718	27.5142277182102	..	..	5.55183294888575	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.247063115239143	..	..	..	..	..	..	..	..	..	..	8.58476910455403	45.5518507103029	285512	..	..	..	..	..	..	..	..	..	..	..	..	-0.167992320943883	..	104202	401505	199897	201607	110471	57322	53149	42757	61445	..	616177	299975	316201	..	..	..	..	..	..	194083	..	422094
Morocco	MAR	..	..	..	12.2222270947047	40.0139707929722	..	..	11.9648449541448	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.0359151102602482	..	..	..	..	..	..	..	..	..	..	6.09114152504141	22.4991513357609	12284010	..	..	..	..	..	..	..	..	..	..	..	..	1.01483758667745	..	3037974	24856141	12512271	12343871	9945929	5092574	4853355	1433131	1604844	3892837	37840044	19037976	18802069	..	..	..	..	..	..	13198229	..	24641815
Mozambique	MOZ	..	..	..	4.74991590453076	79.9650616225115	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.716628909111023	..	..	..	..	..	..	..	..	..	..	7.12697482131851	51.3873566631583	15191227	..	..	..	..	..	..	..	..	..	..	..	..	2.77535206169073	..	871665	18351167	8937633	9413534	14674522	7366532	7307990	330508	541158	1852405	33897354	16634672	17262682	..	..	..	..	..	..	20761112	..	13136242
Myanmar	MMR	..	..	..	10.2576240135551	35.5810929647738	..	..	20.4297836984031	..	..	..	..	5	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.75280201435089	..	..	..	..	..	..	..	..	..	..	..	37.9758512351977	22884069	..	..	..	..	..	..	..	..	..	..	..	..	0.733178876221607	..	3838765	37423530	18691229	18732301	13315701	6834471	6481230	1627268	2211498	5610241	54577997	27152968	27425029	..	..	..	..	..	..	37051911	..	17526086
Namibia	NAM	..	..	..	6.57231295982834	60.5265319269896	..	..	7.71825512165621	..	..	..	..	7	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.0308966562151909	..	..	..	..	..	..	..	..	..	..	5.87993463284275	49.4039305086237	988727	..	..	..	..	..	..	..	..	..	..	..	..	1.4372197796667	..	102427	1558462	748900	809563	943283	470413	472870	36941	65487	477267	2604172	1256253	1347919	..	..	..	..	..	..	1174846	..	1429326
Nauru	NRU	..	..	..	4.54120475490851	66.1546680913584	..	..	..	..	..	..	..	14	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.0678080692887306	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.880232027299544	..	340	7487	3787	3700	4953	2567	2386	133	207	..	12780	6487	6293	..	..	..	..	..	..	0	..	12780
Nepal	NPL	..	..	..	9.45300881663959	43.7215520605317	..	..	21.1895508386773	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.807803750038147	..	..	..	..	..	..	..	..	..	..	7.11475951738199	37.7478117375992	8937228	..	..	..	..	..	..	..	..	..	..	..	..	1.13603537496157	..	1906751	20170837	9437438	10733399	8819003	4498115	4320888	876810	1029941	1571010	30896590	14812363	16084227	..	..	..	..	..	..	24129310	..	6767280
Netherlands	NLD	..	..	..	32.4338996895275	23.9965286848951	..	..	1.51650829814928	..	..	..	..	13	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.62553191184998	..	..	..	..	..	..	..	97.0068	95.944	98.09	3.83839354342808	47.239064088301	9998892	..	..	..	..	..	..	..	..	..	..	..	..	1.00340157218113	..	3707089	11429674	5754189	5675485	2742725	1405600	1337124	1730149	1976941	1174025	17879488	8889938	8989550	..	..	..	..	..	..	1219560	..	16659928
New Caledonia	NCL	..	..	..	17.0925050943861	32.9063752603175	..	..	..	..	..	..	..	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	46.9526508165387	119284	..	..	..	..	..	..	..	..	..	..	..	..	-0.47472420231839	..	30532	178628	88828	89800	58780	30193	28587	14166	16366	..	267940	133187	134753	..	..	..	..	..	..	73097	..	194843
New Zealand	NZL	..	..	..	25.8320332006148	28.5903250021361	..	..	..	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.5299768447876	..	..	..	..	..	..	..	..	..	..	5.73316283034957	47.6145824675991	3068205	..	..	..	..	..	..	..	..	..	..	..	..	2.04836808947608	..	873729	3382347	1685349	1696998	967024	495568	471456	408525	465204	1673220	5223100	2589442	2633658	..	..	..	..	..	..	679786	..	4543314
Nicaragua	NIC	..	..	..	8.34392872237672	45.0112149345581	..	..	15.3372693999551	..	..	..	..	7	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.08494555950165	..	..	..	..	..	..	..	..	..	..	8.38765854872536	38.7087533670096	3264024	..	..	..	..	..	..	..	..	..	..	..	..	1.39938096442621	..	383384	4594766	2258607	2336159	2068160	1049492	1018669	163891	219493	1094510	7046310	3471990	3574321	..	..	..	..	..	..	2829164	..	4217146
Niger	NER	..	..	..	4.90958318516302	99.8220300555239	..	..	47.813173887473	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.640915930271149	..	..	..	..	..	..	..	..	..	..	3.70097316425842	41.8517050386403	10237246	..	..	..	..	..	..	..	..	..	..	..	..	3.72576598230791	..	652340	13287075	6760402	6526674	13263428	6739438	6523990	297450	354890	1437233	27202843	13797289	13405554	..	..	..	..	..	..	22563670	..	4639173
Nigeria	NGA	..	..	..	5.50344634829596	78.8221724668654	..	..	22.7249380389601	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.847906708717346	..	..	..	..	..	..	..	..	..	..	24.6595502031139	43.7808678649329	75721345	..	..	..	..	..	..	..	..	..	..	..	..	2.37988826918731	..	6682179	121418082	61390502	60027581	95704370	48542393	47161978	3199995	3482184	15945912	223804632	113132890	110671742	..	..	..	..	..	..	102316764	..	121487868
North Macedonia	MKD	..	..	..	21.9470142909972	23.0905181867227	..	..	6.98456241947821	..	..	..	..	13	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.0513173453509808	..	..	..	..	..	..	..	..	..	..	9.36187249769016	40.9788104548569	801197	..	..	..	..	..	..	..	..	..	..	..	..	-1.0830878621445	..	274188	1249318	634114	615204	288474	149493	138981	119354	154834	611107	1811980	902961	909019	..	..	..	..	..	..	734232	..	1077748
Northern Mariana Islands	MNP	..	..	..	17.4644704763037	30.5880953796753	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.493221731247645	..	5874	33634	18130	15504	10288	5545	4743	3072	2802	..	49796	26747	23049	..	..	..	..	..	..	3946	..	45850
Norway	NOR	..	..	..	28.9174477162161	25.3525972657536	..	..	2.11615596262478	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.79993534088135	..	..	..	..	..	..	..	99	99	99	5.51784987104659	47.0600022131106	3009339	..	..	..	..	..	..	..	..	..	..	..	..	1.13818460655469	..	1034631	3577878	1832673	1745205	907085	465950	441135	487146	547485	1085992	5519594	2785769	2733825	..	..	..	..	..	..	883411	..	4636183
Oman	OMN	..	..	..	3.99672267023234	38.4703115457162	..	..	..	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.274613231420517	..	..	..	..	..	..	..	95.2517	..	..	0.942793224672423	16.7454519780964	2315787	..	..	..	..	..	..	..	..	..	..	..	..	1.47683734209876	..	130292	3259971	2117634	1142337	1254121	639167	614954	62189	68104	1650319	4644384	2818990	1825394	..	..	..	..	..	..	538749	..	4105635
Pakistan	PAK	..	..	..	7.30426345379227	60.7370148647209	..	..	23.3736957924044	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.577790379524231	..	..	..	..	..	..	..	..	..	..	30.7681280657005	23.1793431955386	80989797	..	..	..	..	..	..	..	..	..	..	..	..	1.9571034315941	..	10453209	143111062	71974235	71136827	86921387	44454297	42467089	4828084	5625125	17236230	240485658	121256617	119229040	..	..	..	..	..	..	149004914	..	91480744
Palau	PLW	..	..	..	14.9354838709677	30.6935483870968	..	..	..	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.442303985357285	..	..	..	..	..	..	..	..	..	..	12.7989928661351	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.0166145155866348	..	1852	12400	6557	5843	3806	1994	1812	808	1043	..	18058	9359	8698	..	..	..	..	..	..	3177	..	14881
Panama	PAN	..	..	..	13.8275586697236	39.6397983805181	..	..	2.43565035445972	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	48.9	-0.209720730781555	..	..	..	..	..	36.9	1.2	..	..	..	1.48641355277038	40.1492812208938	2095776	..	..	..	..	..	..	..	..	..	..	..	..	1.34074838442305	..	402579	2911425	1458530	1452894	1154083	591246	562837	183795	218784	1976866	4468087	2233572	2234515	..	..	..	..	..	..	1362230	..	3105857
Papua New Guinea	PNG	..	..	..	5.24322413957065	53.971050554487	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.802389979362488	..	..	..	..	..	..	..	..	..	..	2.29869991296791	47.7534124048256	3228808	..	..	..	..	..	..	..	..	..	..	..	..	1.82993546980529	..	340184	6488069	3332681	3155387	3501679	1816151	1685528	174515	165668	409831	10329931	5323347	5006583	..	..	..	..	..	..	8912355	..	1417576
Paraguay	PRY	..	..	..	9.79987527688509	44.1746922482946	..	..	11.348849122098	..	..	..	..	13	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.462065368890762	..	..	..	..	..	..	..	78.0948	79.2152	76.9155	4.63202285403356	42.1666886247449	3468731	..	..	..	..	..	..	..	..	..	..	..	..	1.18427440537002	..	436709	4456271	2237175	2219097	1968544	1006491	962053	197737	238972	3510511	6861524	3441402	3420122	..	..	..	..	..	..	2528540	..	4332984
Peru	PER	..	..	..	13.0390047546299	39.0641609369416	..	..	..	..	..	..	..	14	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.491872787475586	..	..	..	..	..	..	..	..	..	..	6.45561348369586	46.2894740179612	18529435	..	..	..	..	..	..	..	..	..	..	..	..	0.886323861618286	..	2944878	22585144	11162531	11422613	8822697	4490145	4332552	1352442	1592436	11204382	34352719	17005118	17347601	..	..	..	..	..	..	7240866	..	27111853
Philippines	PHL	..	..	..	8.70515104720299	46.6011834729917	..	..	9.39675017951301	..	..	..	..	13	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.154091909527779	..	..	..	..	..	..	..	..	..	..	5.97802515541409	38.889453011153	49477060	..	..	..	..	..	..	..	..	..	..	..	..	1.52719727728693	..	6576934	75552210	38463718	37088492	35208224	18223390	16984834	2906745	3670188	14667089	117337368	59593853	57743514	..	..	..	..	..	..	60678673	..	56658695
Poland	POL	..	..	..	27.8553471527791	22.4628213394008	..	..	2.91841647417684	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.421437799930573	..	..	..	..	..	..	..	86.4147	86.7038	86.1088	11.5289127961105	45.5527100079402	18387400	..	..	..	..	..	..	..	..	..	..	..	..	-0.369758116260503	..	6798227	24405465	12222709	12182756	5482156	2812734	2669422	2740950	4057277	1797516	36685849	17776393	18909456	..	..	..	..	..	..	14594364	..	22091485
Portugal	PRT	..	..	..	36.5960254249388	20.438853672623	..	..	2.03787563899525	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.987550020217896	..	..	..	..	..	..	..	85.7901	85.021	86.6303	4.31128191898672	49.871069692492	5418819	..	..	..	..	..	..	..	..	..	..	..	..	1.10479001213844	..	2452868	6702553	3240609	3461945	1369925	700073	669853	1027176	1425692	3000536	10525347	4967858	5557489	..	..	..	..	..	..	3378005	..	7147342
Puerto Rico	PRI	..	..	..	36.8986615302005	21.0225968383146	..	..	0.693625145565439	..	..	..	..	13	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.389062345027924	..	..	..	..	..	..	..	..	..	..	..	41.2462136702965	1154152	..	..	..	..	..	..	..	..	..	..	..	..	-0.448878435008411	..	749017	2029930	970350	1059580	426744	218501	208243	321377	427639	2439564	3205691	1510228	1695462	..	..	..	..	..	..	204074	..	3001617
Qatar	QAT	..	..	..	1.94850144208961	18.9737948791685	..	..	..	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.19741261005402	..	..	..	..	..	..	..	..	..	..	3.02764899198902	17.1208818097264	2035269	..	..	..	..	..	..	..	..	..	..	..	..	0.786068869030495	..	43771	2246393	1719087	527307	426226	217655	208572	27694	16077	798382	2716391	1964435	751956	..	..	..	..	..	..	17548	..	2698843
